TotalRelatorio,Codigo,Descricao_Produto,Categoria,Quantidade,Preco,Atributos,Deposito,Marca,ValorTotal,NCM,Unidade
"R$ 35.167.575,97",M2688-1,ACEM,Açougue,"198,00","R$ 39,90",,Loja,.,"R$ 7.900,20",02013000,UN
"R$ 35.167.575,97",000001,ACEM,Açougue,"-3626,09","R$ 39,90",,Loja,.,"-R$ 144.680,99",02013000,KG
"R$ 35.167.575,97",M988-1,ACEM,Açougue,"0,00","R$ 36,90",,Loja,GOLD BEEF,"R$ 0,00",02013000,UN
"R$ 35.167.575,97",100003,ACEM,Açougue,"-12,26","R$ 39,90",,Loja,VALENCIO,"-R$ 489,17",02013000,KG
"R$ 35.167.575,97",M2104-1,ACEM - CARNE RESFRIADA DE BOVINO SEM OSSO,Açougue,"1133,00","R$ 42,75",,Loja,FRIGORAÇA,"R$ 48.435,75",02013000,UN
"R$ 35.167.575,97",M1815-1,ACEM BOVINO RESFRIADO,Açougue,"0,00","R$ 36,90",,Loja,FUTURA GERAÇAO ,"R$ 0,00",02013000,UN
"R$ 35.167.575,97",M694-1,ACEM BOVINO RESFRIADO,Açougue,"0,00","R$ 36,90",,Loja,FUTURA GERAÇAO ,"R$ 0,00",02013000,KG
"R$ 35.167.575,97",M1816-1,ACEM BOVINO RESFRIADO,Açougue,"368,00","R$ 36,90",,Loja,FUTURA GERAÇAO ,"R$ 13.579,20",02013000,UN
"R$ 35.167.575,97",000048,ACEM COM OSSO,Açougue,"-0,51","R$ 31,90",,Loja,.,"-R$ 16,27",02012090,KG
"R$ 35.167.575,97",M66-1,ACEM PERDIGÃO,Açougue,"11,00","R$ 860,69",,Loja,PERDIGAO,"R$ 9.467,54",02013000,KG
"R$ 35.167.575,97",000002,ALCATRA,Açougue,"-822,33","R$ 58,90",,Loja,.,"-R$ 48.435,24",02013000,KG
"R$ 35.167.575,97",M1274-1,ALCATRA,Açougue,"0,00","R$ 49,90",,Loja,FUTURA GERAÇAO ,"R$ 0,00",02013000,KG
"R$ 35.167.575,97",M2338-1,ALCATRA,Açougue,"104,00","R$ 60,45",,Loja,JA,"R$ 6.286,80",02013000,UN
"R$ 35.167.575,97",M2234-1,ALCATRA COM MAMINHA,Açougue,"138,00","R$ 49,90",,Loja,FRIGORAÇA,"R$ 6.886,20",02013000,UN
"R$ 35.167.575,97",M2218-1,ALCATRA COM MAMINHA,Açougue,"0,00","R$ 59,90",,Loja,FRIGORAÇA,"R$ 0,00",02013000,UN
"R$ 35.167.575,97",000003,ALMONDEGAS,Açougue,"0,00","R$ 39,90",,Loja,.,"R$ 0,00",16025000,KG
"R$ 35.167.575,97",M1473-1,ALMONDEGAS 500G,Açougue,"0,00","R$ 22,90",,Loja,COMPADRE,"R$ 0,00",16025000,UN
"R$ 35.167.575,97",M2555-1,APRESUNTADO AURORA,Açougue,"4,00","R$ 35,00",,Loja,AURORA,"R$ 140,00",16024900,UN
"R$ 35.167.575,97",000090,ASA,Açougue,"-1002,61","R$ 16,90",,Loja,.,"-R$ 16.944,11",02071413,KG
"R$ 35.167.575,97",M2524-1,ASA,Açougue,"2,00","R$ 16,90",,Loja,ADORO,"R$ 33,80",02071413,UN
"R$ 35.167.575,97",M2608-1,ASA,Açougue,"2,00","R$ 15,00",,Loja,ADORO,"R$ 30,00",02071300,UN
"R$ 35.167.575,97",M2683-1,ASA,Açougue,"5,00","R$ 15,00",,Loja,ADORO,"R$ 75,00",02071413,UN
"R$ 35.167.575,97",M1282-1,ASA,Açougue,"-5,00","R$ 15,99",,Loja,Holambra,"-R$ 79,95",02071300,UN
"R$ 35.167.575,97",M60-1,ASA INTEIRA,Açougue,"0,00","R$ 14,90",,Loja,PERDIGAO,"R$ 0,00",02071413,KG
"R$ 35.167.575,97",M2783-1,AUROGGETS 275G,Açougue,"-9,00","R$ 9,99",,Loja,AURORA,"-R$ 89,91",16023230,UN
"R$ 35.167.575,97",7891164110635,AUROGGETS CROCANTE 275G,Açougue,"0,00","R$ 8,90",,Loja,AURORA,"R$ 0,00",16023230,UN
"R$ 35.167.575,97",M1832-1,AUROGGETS GRAN 900G,Açougue,"20,00","R$ 13,90",,Loja,AURORA,"R$ 278,00",16023230,UN
"R$ 35.167.575,97",7891164110727,AUROGGETS QUEIJO - 275G,Açougue,"0,00","R$ 8,90",,Loja,AURORA,"R$ 0,00",16023230,UN
"R$ 35.167.575,97",M2801-1,AUROGGETS TRADICIONAL 275G,Açougue,"1,00","R$ 9,99",,Loja,AURORA,"R$ 9,99",16023230,UN
"R$ 35.167.575,97",7891164110703,AUROGGETS TRADICIONAL 800G,Açougue,"-91,00","R$ 24,90",,Loja,AURORA,"-R$ 2.265,90",16023230,UN
"R$ 35.167.575,97",M2127-1,BABY BEEF,Açougue,"12,00","R$ 65,85",,Loja,FRIGORAÇA,"R$ 790,20",02013000,UN
"R$ 35.167.575,97",M2504-1,BABY BEEF BLACK ANGUS NOVILHO,Açougue,"15,00","R$ 64,90",,Loja,MEQSO,"R$ 973,50",02013000,UN
"R$ 35.167.575,97",000159,BACALHAU DESSALGADO,Açougue,"-27,72","R$ 55,90",,Loja,.,"-R$ 1.549,55",16010000,KG
"R$ 35.167.575,97",000060,BACON,Açougue,"-328,28","R$ 39,90",,Loja,.,"-R$ 13.098,37",16024900,KG
"R$ 35.167.575,97",061,BACON FATIADO 1K,Açougue,"-2,00","R$ 59,90",,Loja,sabor muneuro,"-R$ 119,80",16024900,KG
"R$ 35.167.575,97",M653-1,BACON INTEIRO PVAR,Açougue,"2,00","R$ 39,90",,Loja,SADIA,"R$ 79,80",02101200,KG
"R$ 35.167.575,97",000004,BANANINHA,Açougue,"-61,91","R$ 49,90",,Loja,.,"-R$ 3.089,31",02013000,KG
"R$ 35.167.575,97",M2126-1,BANANINHA,Açougue,"23,00","R$ 45,75",,Loja,FRIGORAÇA,"R$ 1.052,25",02013000,UN
"R$ 35.167.575,97",M2699-1,BANDA SUINA,Açougue,"653,00","R$ 11,70",,Loja,FRIUNA,"R$ 7.640,10",02031100,UN
"R$ 35.167.575,97",631911741135,BANHA SUINA POTE 400G,Açougue,"-17,00","R$ 12,90",,Loja,.,"-R$ 219,30",02031200,UN
"R$ 35.167.575,97",M2826-1,BARRIGA,Açougue,"48,00","R$ 21,30",,Loja,ESTRELA,"R$ 1.022,40",02032900,UN
"R$ 35.167.575,97",M2445-1,BARRIGA,Açougue,"43,00","R$ 28,49",,Loja,FUTURA,"R$ 1.224,86",02032900,UN
"R$ 35.167.575,97",M1273-1,BARRIGA,Açougue,"0,00","R$ 29,90",,Loja,FUTURA GERAÇAO ,"R$ 0,00",02032900,KG
"R$ 35.167.575,97",000120,BARRIGA SUINA,Açougue,"0,00","R$ 19,90",,Loja,.,"R$ 0,00",02101200,KG
"R$ 35.167.575,97",M2298-1,BATATA CURCUMA EASYCHEF 2KG,Açougue,"42,00","R$ 29,90",,Loja, EASYCHEF,"R$ 1.255,80",20041000,UN
"R$ 35.167.575,97",M2529-1,BATATA ECOFRIES 10MM MCCAIN 2KG,Açougue,"6,00","R$ 32,00",,Loja,ECOFRIES,"R$ 192,00",20041000,UN
"R$ 35.167.575,97",7897200607688,"BATATA PALITO 1,1KG",Açougue,"-17,00","R$ 14,90",,Loja,CANÇÃO,"-R$ 253,30",20041000,UN
"R$ 35.167.575,97",M2802-1,BATATA PALITO 2KG,Açougue,"2,00","R$ 29,90",,Loja,NOBRE,"R$ 59,80",20041000,UN
"R$ 35.167.575,97",7891164026707,"BATATA PALITO CONGELADA 1,05KG",Açougue,"-13,00","R$ 24,90",,Loja,AURORA,"-R$ 323,70",20041000,UN
"R$ 35.167.575,97",M62-1,BATATA PALITO CONGELADA 2KG,Açougue,"-0,63","R$ 22,00",,Loja,CANÇÃO ALIMENTOS,"-R$ 13,86",20041000,KG
"R$ 35.167.575,97",M2784-1,BATATA PALITO CONGELADA 2KG NOBRE,Açougue,"-4,00","R$ 29,90",,Loja,NOBRE,"-R$ 119,60",20041000,UN
"R$ 35.167.575,97",M1376-1,BATATA PALITO EASYCHEF 2KG,Açougue,"-64,00","R$ 29,90",,Loja,EASY CHEF,"-R$ 1.913,60",20041000,UN
"R$ 35.167.575,97",M2640-1,BATATA STAR FRITES 2KG,Açougue,"-5,00","R$ 24,90",,Loja,STAR FRITES,"-R$ 124,50",20041000,UN
"R$ 35.167.575,97",000005,BIFE A ROLE TEMPERADO,Açougue,"-36,15","R$ 49,90",,Loja,.,"-R$ 1.803,89",02013000,KG
"R$ 35.167.575,97",000006,BIFE ANCHO,Açougue,"-117,85","R$ 79,90",,Loja,.,"-R$ 9.416,22",02013000,KG
"R$ 35.167.575,97",000007,BIFE BOVINO EMPANADO,Açougue,"-180,63","R$ 49,90",,Loja,.,"-R$ 9.013,44",02013000,KG
"R$ 35.167.575,97",000008,BIFE BOVINO TEMPERADO,Açougue,"-730,00","R$ 49,90",,Loja,.,"-R$ 36.427,00",02013000,KG
"R$ 35.167.575,97",000121,BISTECA SUINA,Açougue,"-1212,57","R$ 16,90",,Loja,.,"-R$ 20.492,43",02032900,KG
"R$ 35.167.575,97",000122,BISTECA SUINA TEMPERADA,Açougue,"0,00","R$ 24,90",,Loja,.,"R$ 0,00",02032900,KG
"R$ 35.167.575,97",M2660-1,BOLINHA DE QUEIJO 500G,Açougue,"3,00","R$ 27,90",,Loja,A CASA DO SALGADO,"R$ 83,70",19022000,UN
"R$ 35.167.575,97",M2782-1,BOMBOM CHOCOBAR,Açougue,"1,00","R$ 9,00",,Loja,JUNDIA,"R$ 9,00",21050010,UN
"R$ 35.167.575,97",M1933-1,BOVINOS - MOCOTO,Açougue,"471,00","R$ 11,90",,Loja,COWPIG,"R$ 5.604,90",02062990,UN
"R$ 35.167.575,97",7891164149994,BROCOLIS,Açougue,"-60,00","R$ 9,90",,Loja,AURORA,"-R$ 594,00",07108000,UN
"R$ 35.167.575,97",M2727-1,BUCHO,Açougue,"67,00","R$ 19,90",,Loja,COWPIG,"R$ 1.333,30",05040011,UN
"R$ 35.167.575,97",000009,BUCHO BOVINO,Açougue,"-178,65","R$ 19,90",,Loja,.,"-R$ 3.555,14",02062990,KG
"R$ 35.167.575,97",M2334-1,BUCHO BOVINO,Açougue,"18,00","R$ 21,74",,Loja,FUTURA GERAÇAO ,"R$ 391,23",02062990,UN
"R$ 35.167.575,97",M2336-1,BUCHO BOVINO,Açougue,"103,00","R$ 20,90",,Loja,O REIZAO,"R$ 2.152,70",02022090,UN
"R$ 35.167.575,97",M2216-1,BUCHO BOVINO,Açougue,"74,00","R$ 20,99",,Loja,O REIZAO,"R$ 1.552,89",02022090,UN
"R$ 35.167.575,97",000010,CAPA DE FILE,Açougue,"-7,85","R$ 43,90",,Loja,.,"-R$ 344,62",02013000,KG
"R$ 35.167.575,97",M1280-1,CAPA DE FILE,Açougue,"0,00","R$ 34,90",,Loja,BF MEAT,"R$ 0,00",02013000,UN
"R$ 35.167.575,97",M2443-1,CARCAÇA,Açougue,"0,00","R$ 13,35",,Loja,FRIGOESTRELA,"R$ 0,00",02031100,UN
"R$ 35.167.575,97",M1814-1,CARCACA SUINA,Açougue,"1892947,00","R$ 18,90",,Loja,RAJA,"R$ 35.776.698,30",02031100,UN
"R$ 35.167.575,97",M1930-1,CARCACA SUINA SPCB,Açougue,"851,00","R$ 15,45",,Loja,RAJA,"R$ 13.147,95",02031100,UN
"R$ 35.167.575,97",000011,CARNE MOIDA BOVINA,Açougue,"-307,34","R$ 41,90",,Loja,.,"-R$ 12.877,55",02013000,KG
"R$ 35.167.575,97",M2118-1,CARNE RESFRIADA DE BOVINO SEM OSSO,Açougue,"674,00","R$ 46,50",,Loja,JA,"R$ 31.341,00",02013000,UN
"R$ 35.167.575,97",M2474-1,CARNE RESFRIADA DE FRANGO,Açougue,"179,00","R$ 8,70",,Loja,GTF,"R$ 1.557,30",02071300,UN
"R$ 35.167.575,97",M664-1,CARNE RESFRIADA DE FRANGO COM OSSO,Açougue,"0,00","R$ 16,20",,Loja,.,"R$ 0,00",02071300,UN
"R$ 35.167.575,97",M666-1,CARNE RESFRIADA DE FRANGO COM OSSO - MEIO DA ASA,Açougue,"0,00","R$ 23,90",,Loja,.,"R$ 0,00",02071300,KG
"R$ 35.167.575,97",M2470-1,CARNE RESFRIADA DE FRANGO S/ OSSO S/ PELE PEITO S/ SASSAMI PCT PV CX 20 KG,Açougue,"500,00","R$ 18,00",,Loja,GTF,"R$ 9.000,00",02071300,UN
"R$ 35.167.575,97",M2236-1,CARNE SALGADA CURADA DESSECADA DE BOVINO,Açougue,"180,00","R$ 56,90",,Loja,JA,"R$ 10.242,00",02102000,UN
"R$ 35.167.575,97",000012,CARNE SALGADA CURADA DESSECADA DE BOVINO,Açougue,"-390,76","R$ 56,90",,Loja,JA,"-R$ 22.234,24",02102000,KG
"R$ 35.167.575,97",M2235-1,CARNE SALGADA CURADA DESSECADA DE BOVINO,Açougue,"210,00","R$ 56,90",,Loja,JA,"R$ 11.949,00",02102000,UN
"R$ 35.167.575,97",M2296-1,CARNE SALGADA CURADA DESSECADA DE BOVINO,Açougue,"90,00","R$ 57,90",,Loja,JA,"R$ 5.211,00",02102000,UN
"R$ 35.167.575,97",M2374-1,CARNE SALGADA DE SUINO COM OSSO-RECORTES DE COSTELA-AURORA,Açougue,"8,00","R$ 23,90",,Loja,AURORA,"R$ 191,20",02101900,UN
"R$ 35.167.575,97",M57-1,CARRE,Açougue,"0,00","R$ 19,90",,Loja,ROSA PIG,"R$ 0,00",02031200,KG
"R$ 35.167.575,97",M2528-1,CARRE ROSA PIG,Açougue,"231,00","R$ 15,75",,Loja,O REIZAO,"R$ 3.638,25",02031200,UN
"R$ 35.167.575,97",M1874-1,CHICKEN CRISPY 300G,Açougue,"-33,00","R$ 11,90",,Loja,SEARA,"-R$ 392,70",16023230,UN
"R$ 35.167.575,97",000061,CHORIZO,Açougue,"-2,22","R$ 24,90",,Loja,.,"-R$ 55,28",16010000,KG
"R$ 35.167.575,97",000599,CHOURICO,Açougue,"-47,97","R$ 29,99",,Loja,.,"-R$ 1.438,62",16010000,KG
"R$ 35.167.575,97",000013,CHULETA,Açougue,"-854,06","R$ 45,90",,Loja,.,"-R$ 39.201,35",02013000,KG
"R$ 35.167.575,97",004990,CHULETA COM FILE MIGNON,Açougue,"0,00","R$ 49,90",,Loja,.,"R$ 0,00",02013000,KG
"R$ 35.167.575,97",000598,CODEGUIM,Açougue,"-15,13","R$ 29,99",,Loja,.,"-R$ 453,75",16010000,KG
"R$ 35.167.575,97",000014,CONTRA FILE,Açougue,"-2341,81","R$ 64,99",,Loja,.,"-R$ 152.194,23",02013000,KG
"R$ 35.167.575,97",M1825-1,CONTRA FILE,Açougue,"274,00","R$ 64,90",,Loja,FRIGORAÇA,"R$ 17.782,60",02013000,UN
"R$ 35.167.575,97",001488,CONTRA FILE,Açougue,"0,00","R$ 62,90",,Loja,GOLD BEEF (C/NOIX) ,"R$ 0,00",02013000,KG
"R$ 35.167.575,97",M2119-1,CONTRA FILE,Açougue,"167,00","R$ 67,50",,Loja,JA,"R$ 11.272,50",02013000,UN
"R$ 35.167.575,97",M87-1,CONTRA FILE,Açougue,"-4,54","R$ 49,90",,Loja,VALENCIO,"-R$ 226,55",02013000,KG
"R$ 35.167.575,97",M2700-1,CONTRA FILE GRANCARNES,Açougue,"139,00","R$ 64,90",,Loja,GRANCARNES ,"R$ 9.021,10",02013000,UN
"R$ 35.167.575,97",000015,CONTRA FILE GRILL,Açougue,"-2,99","R$ 69,90",,Loja,.,"-R$ 209,00",02013000,KG
"R$ 35.167.575,97",M1835-1,CONTRA FILE GRILL,Açougue,"94,00","R$ 64,90",,Loja,FUTURA,"R$ 6.100,60",02013000,UN
"R$ 35.167.575,97",M2656-1,CONTRA FILE GRILL,Açougue,"0,00","R$ 65,90",,Loja,GRAN CARNES ,"R$ 0,00",02013000,UN
"R$ 35.167.575,97",M2448-1,CONTRA FILE GRILL,Açougue,"26,00","R$ 65,00",,Loja,JA,"R$ 1.690,00",02013000,UN
"R$ 35.167.575,97",M958-1,CONTRA FILE GRILL,Açougue,"0,00","R$ 49,90",,Loja,VALENCIO,"R$ 0,00",02013000,UN
"R$ 35.167.575,97",M1988-1,CONTRA FILE INTEIRO,Açougue,"104,00","R$ 64,90",,Loja,PALADAR ,"R$ 6.749,60",02013000,UN
"R$ 35.167.575,97",M1989-1,CONTRA FILE RAMAX CHORIZO,Açougue,"690,00","R$ 64,90",,Loja,MILKO,"R$ 44.781,00",02013000,UN
"R$ 35.167.575,97",M2704-1,CONTRA FILET GRILL,Açougue,"24,00","R$ 64,90",,Loja,KBG,"R$ 1.557,60",02013000,UN
"R$ 35.167.575,97",M699-1,CONTRA-FILE,Açougue,"0,00","R$ 62,43",,Loja,GOLD BEEF,"R$ 0,00",02013000,KG
"R$ 35.167.575,97",000016,CONTRAFILE BOV CHORIZO BASSI,Açougue,"-23,79","R$ 79,90",,Loja,SADIA,"-R$ 1.900,82",02013000,KG
"R$ 35.167.575,97",M2818-1,COPA LOMBO COM OSSO,Açougue,"41,00","R$ 16,35",,Loja,ROSA PIG,"R$ 670,35",02031200,UN
"R$ 35.167.575,97",000124,COPA LOMBO SEM OSSO,Açougue,"-59,78","R$ 29,90",,Loja,.,"-R$ 1.787,42",02032900,KG
"R$ 35.167.575,97",M2473-1,CORACAO,Açougue,"120,00","R$ 45,89",,Loja,SANTA CECILIA,"R$ 5.506,20",02071433,UN
"R$ 35.167.575,97",M2809-1,CORACAO DA ALCATRA,Açougue,"1,00","R$ 59,90",,Loja,PERDIGAO,"R$ 59,90",02013000,UN
"R$ 35.167.575,97",M2000-1,CORACAO DA ALCATRA - CARNE RESF DE BOV S/ OSSO,Açougue,"67,00","R$ 61,50",,Loja,FRIGORAÇA,"R$ 4.120,50",02013000,UN
"R$ 35.167.575,97",000091,CORACAO DE FRANGO,Açougue,"-237,42","R$ 45,90",,Loja,.,"-R$ 10.897,58",02071433,KG
"R$ 35.167.575,97",M54-1,CORACAO DO ALCATRA,Açougue,"0,00","R$ 49,90",,Loja,VALENCIO,"R$ 0,00",02013000,KG
"R$ 35.167.575,97",M2553-1,CORTE DE FRANGO COXA E SOBRE COXA PCT RESFRIAD,Açougue,"15,00","R$ 10,90",,Loja,ADORO,"R$ 163,50",02071300,UN
"R$ 35.167.575,97",M2-1,CORTES CONG FRANGO (COXINHA DAS ASAS DRUMETTE),Açougue,"0,00","R$ 16,50",,Loja,Holambra,"R$ 0,00",02071419,UN
"R$ 35.167.575,97",M3-1,CORTES RESF FRANGO (PES),Açougue,"0,00","R$ 9,30",,Loja,Holambra,"R$ 0,00",02071300,KG
"R$ 35.167.575,97",000017,COSTELA BOVINA,Açougue,"-2531,89","R$ 26,99",,Loja,.,"-R$ 68.335,71",02013000,KG
"R$ 35.167.575,97",M2106-1,COSTELA COM COURO ROSA PIG,Açougue,"135,00","R$ 28,35",,Loja,O REIZAO,"R$ 3.827,25",02032900,UN
"R$ 35.167.575,97",000087,COSTELA DE LEiTAO,Açougue,"-0,40","R$ 29,90",,Loja,.,"-R$ 11,96",02101100,KG
"R$ 35.167.575,97",000018,COSTELA DESSOSSADA,Açougue,"-42,56","R$ 39,90",,Loja,.,"-R$ 1.698,14",02013000,KG
"R$ 35.167.575,97",M1966-1,COSTELA GRILL,Açougue,"0,00","R$ 26,99",,Loja,GRILL,"R$ 0,00",02013000,KG
"R$ 35.167.575,97",000086,COSTELA RECHEADA,Açougue,"-6,17","R$ 49,90",,Loja,.,"-R$ 307,88",02013000,KG
"R$ 35.167.575,97",M58-1,COSTELA SUINA,Açougue,"856,80","R$ 29,90",,Loja,ROSA PIG,"R$ 25.618,32",02032900,KG
"R$ 35.167.575,97",M2444-1,COSTELA SUINA CONGELADA,Açougue,"76,00","R$ 26,99",,Loja,FUTURA,"R$ 2.050,86",02032900,UN
"R$ 35.167.575,97",M1305-1,COSTELA SUINA TEMPERADA SABOR BARBECUE,Açougue,"0,00","R$ 18,00",,Loja,PERDIGAO,"R$ 0,00",02032900,UN
"R$ 35.167.575,97",000125,COSTELINHA SUINA,Açougue,"-1347,11","R$ 27,90",,Loja,.,"-R$ 37.584,37",02031200,KG
"R$ 35.167.575,97",M2376-1,COSTELINHA SUINA,Açougue,"2,00","R$ 25,35",,Loja,MBRF,"R$ 50,70",02101900,UN
"R$ 35.167.575,97",M1283-1,COSTELINHA SUINA,Açougue,"0,00","R$ 24,90",,Loja,SADIA,"R$ 0,00",02032900,UN
"R$ 35.167.575,97",000126,COSTELINHA SUINA SALGADA,Açougue,"-78,95","R$ 29,90",,Loja,.,"-R$ 2.360,61",02101900,KG
"R$ 35.167.575,97",000092,COXA COM SOBRECOXA,Açougue,"-1752,91","R$ 10,90",,Loja,.,"-R$ 19.106,72",02071423,KG
"R$ 35.167.575,97",M665-1,COXA COM SOBRECOXA,Açougue,"0,00","R$ 11,90",,Loja,.,"R$ 0,00",02071300,UN
"R$ 35.167.575,97",M2684-1,COXA COM SOBRECOXA,Açougue,"5,00","R$ 11,90",,Loja,ADORO,"R$ 59,50",02071412,UN
"R$ 35.167.575,97",M1823-1,COXA COM SOBRECOXA,Açougue,"10,00","R$ 336,00",,Loja,ADORO,"R$ 3.360,00",02071423,UN
"R$ 35.167.575,97",M1836-1,COXA COM SOBRECOXA,Açougue,"80,00","R$ 11,90",,Loja,FUTURA,"R$ 952,00",02071412,UN
"R$ 35.167.575,97",M2705-1,COXA E SOBRECOXA,Açougue,"5,00","R$ 11,90",,Loja,ADORO,"R$ 59,50",02071412,UN
"R$ 35.167.575,97",M2503-1,COXA E SOBRECOXA,Açougue,"99,00","R$ 9,75",,Loja,SANTA CECILIA,"R$ 965,25",02071412,UN
"R$ 35.167.575,97",000019,COXAO DURO,Açougue,"-597,61","R$ 47,90",,Loja,.,"-R$ 28.625,52",02013000,KG
"R$ 35.167.575,97",M2124-1,COXAO DURO,Açougue,"188,00","R$ 51,60",,Loja,FRIGORAÇA,"R$ 9.700,80",02013000,UN
"R$ 35.167.575,97",M1834-1,COXAO DURO,Açougue,"169,00","R$ 46,90",,Loja,FUTURA,"R$ 7.926,10",02013000,UN
"R$ 35.167.575,97",M2695-1,COXAO DURO,Açougue,"80,00","R$ 46,90",,Loja,GOLDEN,"R$ 3.752,00",02013000,UN
"R$ 35.167.575,97",M2120-1,COXAO DURO,Açougue,"722,00","R$ 51,75",,Loja,JA,"R$ 37.363,50",02013000,UN
"R$ 35.167.575,97",M2328-1,COXAO DURO,Açougue,"13,00","R$ 47,90",,Loja,PERDIGAO,"R$ 622,70",02013000,UN
"R$ 35.167.575,97",M2701-1,COXAO DURO BOVINO,Açougue,"94,00","R$ 49,50",,Loja,RAMAX,"R$ 4.653,00",02013000,UN
"R$ 35.167.575,97",000020,COXAO MOLE,Açougue,"-1066,23","R$ 49,90",,Loja,.,"-R$ 53.204,88",02013000,KG
"R$ 35.167.575,97",M1833-1,COXAO MOLE,Açougue,"11500,00","R$ 48,90",,Loja,FRIGORAÇA,"R$ 562.350,00",02013000,UN
"R$ 35.167.575,97",M2799-1,COXAO MOLE,Açougue,"65,00","R$ 55,50",,Loja,GOLDEN,"R$ 3.607,50",02013000,UN
"R$ 35.167.575,97",M2402-1,COXÃO MOLE,Açougue,"408,00","R$ 53,85",,Loja,JA,"R$ 21.970,80",02013000,UN
"R$ 35.167.575,97",M67-1,COXAO MOLE,Açougue,"5,00","R$ 905,13",,Loja,MONTANA PERDIGÃO,"R$ 4.525,65",02013000,UN
"R$ 35.167.575,97",M1931-1,COXAO MOLE BOVINO RESFRIADO,Açougue,"128,00","R$ 48,90",,Loja,FUTURA GERAÇAO ,"R$ 6.259,20",02013000,UN
"R$ 35.167.575,97",6363,COXAO MOLE SEM CAPA,Açougue,"0,00","R$ 54,90",,Loja,.,"R$ 0,00",02013000,UN
"R$ 35.167.575,97",M1826-1,COXAS COM SOBRECOXAS,Açougue,"116,00","R$ 11,90",,Loja,Holambra,"R$ 1.380,40",02071300,UN
"R$ 35.167.575,97",M2337-1,COXAS SOBRECOXAS SEM OSSO,Açougue,"109,00","R$ 17,25",,Loja,Holambra,"R$ 1.880,25",02071423,UN
"R$ 35.167.575,97",000093,COXINHA DA ASA,Açougue,"-446,70","R$ 16,90",,Loja,.,"-R$ 7.549,23",02071413,KG
"R$ 35.167.575,97",000115,COXINHA DA ASA,Açougue,"-51,15","R$ 19,99",,Loja,.,"-R$ 1.022,49",02071413,KG
"R$ 35.167.575,97",M2607-1,COXINHA DA ASA,Açougue,"10,00","R$ 15,00",,Loja,ADORO,"R$ 150,00",02071413,UN
"R$ 35.167.575,97",M2522-1,COXINHA DA ASA,Açougue,"4,00","R$ 16,90",,Loja,ADORO,"R$ 67,60",02071413,UN
"R$ 35.167.575,97",M1353-1,COXINHA DA ASA,Açougue,"0,00","R$ 15,90",,Loja,ALLIZ,"R$ 0,00",02071300,UN
"R$ 35.167.575,97",M1277-1,COXINHA DA ASA,Açougue,"0,00","R$ 15,99",,Loja,COPACOL,"R$ 0,00",02071413,UN
"R$ 35.167.575,97",M2511-1,COXINHA DA ASA,Açougue,"40,00","R$ 13,60",,Loja,GTF,"R$ 544,00",02071300,UN
"R$ 35.167.575,97",7891164110826,COXINHA DA ASA EMPANADA 360G,Açougue,"0,00","R$ 18,90",,Loja,AURORA,"R$ 0,00",16023220,UN
"R$ 35.167.575,97",M1604-1,COXINHA DA ASA SADIA 1KG,Açougue,"0,00","R$ 16,90",,Loja,SADIA,"R$ 0,00",02071419,UN
"R$ 35.167.575,97",M2659-1,COXINHA DE FRANGO  500G,Açougue,"4,00","R$ 27,90",,Loja,A CASA DO SALGADO,"R$ 111,60",19022000,UN
"R$ 35.167.575,97",M1450-1,CUIABANA BOVINA COM QUEIJO 800 GR,Açougue,"0,00","R$ 32,99",,Loja,CUMPADRE,"R$ 0,00",16010000,UN
"R$ 35.167.575,97",M1465-1,CUIABANA BOVINA COM QUEIJO E PIMENTA BIQUINHO 800 GR,Açougue,"-1,00","R$ 32,99",,Loja,CUMPADRE,"-R$ 32,99",16010000,UN
"R$ 35.167.575,97",M1468-1,CUIABANA DE FRANGO COM QUEIJO 800 GR,Açougue,"-2,00","R$ 31,99",,Loja,COMPADRE,"-R$ 63,98",16010000,UN
"R$ 35.167.575,97",M1467-1,CUIABANA SUINA C RUCULA E TOMATE SECO 800 GR,Açougue,"0,00","R$ 31,99",,Loja,DO COMPADRE,"R$ 0,00",16010000,UN
"R$ 35.167.575,97",000021,CUPIM,Açougue,"-174,33","R$ 49,90",,Loja,.,"-R$ 8.699,07",02013000,KG
"R$ 35.167.575,97",M2519-1,CUPIM,Açougue,"88,00","R$ 50,99",,Loja,FUTURA GERAÇAO ,"R$ 4.486,68",02062990,UN
"R$ 35.167.575,97",M2439-1,CUPIM CONGELADO (A),Açougue,"42,00","R$ 49,90",,Loja,FUTURA,"R$ 2.095,80",02062990,UN
"R$ 35.167.575,97",5,DELIVERY,Açougue,"-46,00","R$ 5,00",,Loja,.,"-R$ 230,00",22011000,UN
"R$ 35.167.575,97",M2505-1,DIANTEIRO COM OSSO DE BOI,Açougue,"258,00","R$ 30,75",,Loja,FRIGORAÇA,"R$ 7.933,50",02012010,UN
"R$ 35.167.575,97",M2432-1,DIANTEIRO DE BOVINO,Açougue,"47,00","R$ 29,90",,Loja,COPWPIG,"R$ 1.405,30",02012010,UN
"R$ 35.167.575,97",M1156-1,EMPANADO DE FRANGO (FUT CHICKEN) 300G,Açougue,"0,00","R$ 8,99",,Loja,.,"R$ 0,00",16023230,UN
"R$ 35.167.575,97",M63-1,EMPANADO DE FRANGO CONGELADO,Açougue,"-4,06","R$ 24,90",,Loja,CRISPTY CHCKEN,"-R$ 101,09",16023220,KG
