TotalRelatorio,Codigo,Descricao_Produto,Categoria,Quantidade,Preco,Atributos,Deposito,Marca,ValorTotal,NCM,Unidade
"R$ 35.167.575,97",M2426-1,SANDALIA HAVAIANAS TOP BRANCO 35/36,Mercearia,"0,00","R$ 32,90",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",M384-1,SANDALIA HAVAIANAS TOP BRANCO 37/38,Mercearia,"1,00","R$ 32,00",,Loja,HAVAIANAS,"R$ 32,00",64022000,UN
"R$ 35.167.575,97",M383-1,SANDALIA HAVAIANAS TOP BRANCO 39/40,Mercearia,"-1,00","R$ 32,00",,Loja,HAVAIANAS,"-R$ 32,00",64022000,UN
"R$ 35.167.575,97",M382-1,SANDALIA HAVAIANAS TOP BRANCO 41/42,Mercearia,"-1,00","R$ 32,00",,Loja,HAVAIANAS,"-R$ 32,00",64022000,UN
"R$ 35.167.575,97",M2291-1,SANDALIA HAVAIANAS TOP MARINHO 37/38,Mercearia,"0,00","R$ 32,90",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",M2292-1,SANDALIA HAVAIANAS TOP MARINHO 39/40,Mercearia,"1,00","R$ 32,90",,Loja,HAVAIANAS,"R$ 32,90",64022000,UN
"R$ 35.167.575,97",M2293-1,SANDALIA HAVAIANAS TOP MARINHO 41/42,Mercearia,"0,00","R$ 32,90",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",M2294-1,SANDALIA HAVAIANAS TOP MARINHO 43/44,Mercearia,"0,00","R$ 32,90",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",M380-1,SANDALIA HAVAIANAS TOP PRETO,Mercearia,"4,00","R$ 32,00",,Loja,HAVAIANAS,"R$ 128,00",64022000,UN
"R$ 35.167.575,97",M376-1,SANDALIA HAVAIANAS TOP PRETO 35/36,Mercearia,"0,00","R$ 32,00",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",M381-1,SANDALIA HAVAIANAS TOP PRETO 37/38,Mercearia,"-1,00","R$ 32,00",,Loja,HAVAIANAS,"-R$ 32,00",64022000,UN
"R$ 35.167.575,97",M379-1,SANDALIA HAVAIANAS TOP PRETO 41/42,Mercearia,"0,00","R$ 32,00",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",M378-1,SANDALIA HAVAIANAS TOP PRETO 43/44,Mercearia,"4,00","R$ 32,00",,Loja,HAVAIANAS,"R$ 128,00",64022000,UN
"R$ 35.167.575,97",M377-1,SANDALIA HAVAIANAS TOP PRETO 45/46,Mercearia,"0,00","R$ 32,00",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",7893249648064,SANDALIA HAVAIANAS TOP ROSA 35/36,Mercearia,"-1,00","R$ 32,00",,Loja,HAVAIANAS,"-R$ 32,00",64022000,UN
"R$ 35.167.575,97",7893249647364,SANDALIA HAVAIANAS TOP ROSA BALLET,Mercearia,"0,00","R$ 32,00",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",M2290-1,SANDALIA HAVAIANAS TOP ROSA FLUX 39/40,Mercearia,"0,00","R$ 32,90",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",M375-1,SANDALIA HAVAIANAS TOP VERDE PATRIA 37/38,Mercearia,"0,00","R$ 32,00",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",M374-1,SANDALIA HAVAIANAS TOP VERDE PATRIA 39/40,Mercearia,"0,00","R$ 32,00",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",M373-1,SANDALIA HAVAIANAS TOP VERDE PATRIA 41/42,Mercearia,"-1,00","R$ 32,00",,Loja,HAVAINAS,"-R$ 32,00",64022000,UN
"R$ 35.167.575,97",7891266524231,SANDALIA HAVAIANAS TOP VERMELHA,Mercearia,"1,00","R$ 32,00",,Loja,HAVAIANAS,"R$ 32,00",64022000,UN
"R$ 35.167.575,97",M344-1,SANDALIA HAVAIANAS TRACK GO MARINHO 39/40,Mercearia,"-1,00","R$ 32,99",,Loja,HAVAIANAS,"-R$ 32,99",64022000,UN
"R$ 35.167.575,97",M343-1,SANDALIA HAVAIANAS TRACK GO MARINHO 41/42,Mercearia,"-1,00","R$ 32,99",,Loja,HAVAIANAS,"-R$ 32,99",64022000,UN
"R$ 35.167.575,97",M342-1,SANDALIA HAVAIANAS TRACK GO MARINHO 43/44,Mercearia,"-3,00","R$ 32,99",,Loja,HAVAIANAS,"-R$ 98,96",64022000,UN
"R$ 35.167.575,97",M341-1,SANDALIA HAVAIANAS TRACK GO PRETO 39/40,Mercearia,"-2,00","R$ 32,99",,Loja,HAVAIANAS,"-R$ 65,97",64022000,UN
"R$ 35.167.575,97",M340-1,SANDALIA HAVAIANAS TRACK GO PRETO 41/42,Mercearia,"-1,00","R$ 32,99",,Loja,HAVAIANAS,"-R$ 32,99",64022000,UN
"R$ 35.167.575,97",M339-1,SANDALIA HAVAIANAS TRADICIONAL AZUL 39/40,Mercearia,"1,00","R$ 25,90",,Loja,HAVAIANAS,"R$ 25,90",64022000,UN
"R$ 35.167.575,97",M338-1,SANDALIA HAVAIANAS TRADICIONAL AZUL 41/42,Mercearia,"0,00","R$ 25,50",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",7909989649831,SANDALIA HAVAINAS CAFE 35/36,Mercearia,"0,00","R$ 42,00",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",7909989649848,SANDALIA HAVAINAS SLIM CAFE 37/38,Mercearia,"0,00","R$ 42,00",,Loja,HAVAIANAS,"R$ 0,00",64022000,UN
"R$ 35.167.575,97",M662-1,SANDALIA KIDS MORANGO 31/32,Mercearia,"0,00","R$ 28,50",,Loja,HAVAIANAS,"R$ 0,00",22030000,UN
"R$ 35.167.575,97",7908228805151,SAPO 80G,Mercearia,"-4,00","R$ 7,50",,Loja,FINI,"-R$ 30,00",17049020,UN
"R$ 35.167.575,97",M181-1,SARDINHA GOMES DA COSTA 125G OLEO,Mercearia,"11,00","R$ 6,70",,Loja,GOMES DA COSTA,"R$ 73,70",16041310,UN
"R$ 35.167.575,97",M180-1,SARDINHA GOMES DA COSTA 125G TOMATE,Mercearia,"0,00","R$ 6,70",,Loja,GOMES DA COSTA,"R$ 0,00",16041310,UN
"R$ 35.167.575,97",7898943163028,SARDINHA ROBIN CRUSOE 125G TOMATE,Mercearia,"1,00","R$ 6,80",,Loja,SUPREME,"R$ 6,80",16041310,UN
"R$ 35.167.575,97",M1168-1,SAZON NORDESTE,Mercearia,"0,00","R$ 6,99",,Loja,Sazon,"R$ 0,00",21039021,UN
"R$ 35.167.575,97",M1167-1,SAZON NORDESTE,Mercearia,"0,00","R$ 6,99",,Loja,Sazon,"R$ 0,00",21039021,UN
"R$ 35.167.575,97",M2601-1,SAZON TEMPERO VERMELHO (,Mercearia,"2,00","R$ 0,00",,Loja,Sazon,"R$ 0,00",21039021,UN
"R$ 35.167.575,97",M205-1,SELETA DE LEGUMES PREDILECTA 170G,Mercearia,"-17,00","R$ 4,90",,Loja,PREDILECTA,"-R$ 83,30",20059900,UN
"R$ 35.167.575,97",M1046-1,SENSACOES FRANGO GRELHADO 40G,Mercearia,"-4,00","R$ 6,50",,Loja,PEPSICO,"-R$ 26,00",20052000,UN
"R$ 35.167.575,97",M2745-1,SENSACOES PREMIUM SABOR FRANGO GRELHADO 70G,Mercearia,"-2,00","R$ 10,50",,Loja,LAYS,"-R$ 21,00",20052000,UN
"R$ 35.167.575,97",M1261-1,SMAC ARGOLAO DOCE 80G,Mercearia,"-52,00","R$ 3,80",,Loja,.,"-R$ 197,60",19041000,UN
"R$ 35.167.575,97",M2794-1,SNICKERS 40G ORIGINAL,Mercearia,"11,00","R$ 4,50",,Loja,SNICKERS,"R$ 49,50",18063110,UN
"R$ 35.167.575,97",M1140-1,SNICKERS CARAMELO AMENDOIM E NOUGAT 45G,Mercearia,"-19,00","R$ 4,00",,Loja,SNICKERS,"-R$ 76,00",18063110,UN
"R$ 35.167.575,97",M1737-1,SNICKERS PÉ DE MOLEQUE 42G,Mercearia,"-4,00","R$ 4,00",,Loja,SNICKERS,"-R$ 16,00",18063110,UN
"R$ 35.167.575,97",M2459-1,SOBREMESA CHAN DELLE COM 4,Mercearia,"0,00","R$ 5,99",,Loja,CHAN DELLE,"R$ 0,00",04039000,UN
"R$ 35.167.575,97",M1093-1,SOPÃO CARNE COM LEGUMES180G,Mercearia,"5,00","R$ 5,50",,Loja,Apti,"R$ 27,50",21041011,UN
"R$ 35.167.575,97",M1094-1,SOPÃO GALINHA COM VEGETAIS 180G,Mercearia,"7,00","R$ 5,50",,Loja,Apti,"R$ 38,50",21041011,UN
"R$ 35.167.575,97",M166-1,SOPAO NEILAR 200G CARNE,Mercearia,"-7,00","R$ 6,00",,Loja,NEILAR,"-R$ 42,00",21041011,UN
"R$ 35.167.575,97",M167-1,SOPAO NEILAR 200G GALINHA,Mercearia,"-10,00","R$ 6,00",,Loja,NEILAR,"-R$ 60,00",21041011,UN
"R$ 35.167.575,97",7898036491076,SOREVE JUNDIA ABACAXI 2L,Mercearia,"-3,00","R$ 38,90",,Loja,JUNDIAI ,"-R$ 116,70",21050010,UN
"R$ 35.167.575,97",7898036491588,SORVETE ABACAXI AO VINHO 2L,Mercearia,"-7,00","R$ 38,90",,Loja,JUNDIA,"-R$ 272,30",21050010,UN
"R$ 35.167.575,97",M2164-1,SORVETE BOMBOM CEREJA/AMARENA 70G,Mercearia,"0,00","R$ 10,90",,Loja,JUNDIA,"R$ 0,00",21050010,UN
"R$ 35.167.575,97",M2165-1,SORVETE BOMBOM CEREJA/AMARENA 70G,Mercearia,"-16,00","R$ 9,50",,Loja,JUNDIA,"-R$ 152,00",21050010,UN
"R$ 35.167.575,97",M1771-1,SORVETE BOMBOM CHOCOBAR 70G,Mercearia,"-43,00","R$ 9,60",,Loja,JUNDIA,"-R$ 412,80",21050010,UN
"R$ 35.167.575,97",M2166-1,SORVETE BOMBOM CHOCOBAR 70G,Mercearia,"-1,00","R$ 8,55",,Loja,JUNDIA,"-R$ 8,55",21050010,UN
"R$ 35.167.575,97",M2167-1,SORVETE BOMBOM DADINHO 70G,Mercearia,"-13,00","R$ 8,50",,Loja,JUNDIA,"-R$ 110,50",21050010,UN
"R$ 35.167.575,97",7898036491571,SORVETE BRIGADEIRO 2L,Mercearia,"-1,00","R$ 38,90",,Loja,JUNDIA,"-R$ 38,90",21050010,UN
"R$ 35.167.575,97",M2717-1,SORVETE CEREJA AMARENA,Mercearia,"1,00","R$ 10,99",,Loja,JUNDIA,"R$ 10,99",21050010,UN
"R$ 35.167.575,97",7898036491274,SORVETE COCO 2L,Mercearia,"-3,00","R$ 38,90",,Loja,JUNDIAI ,"-R$ 116,70",21050010,UN
"R$ 35.167.575,97",7898036491175,SORVETE JUNDIA CREME 2L,Mercearia,"0,00","R$ 38,90",,Loja,JUNDIA,"R$ 0,00",21050010,UN
"R$ 35.167.575,97",7898036491472,SORVETE JUNDIA FLOCOS 2L,Mercearia,"-5,00","R$ 38,90",,Loja,JUNDIA,"-R$ 194,50",21050010,UN
"R$ 35.167.575,97",7898036492370,SORVETE JUNDIA NAPOLITANO 2L,Mercearia,"-4,00","R$ 38,90",,Loja,.,"-R$ 155,60",21050010,UN
"R$ 35.167.575,97",M1909-1,SORVETE MILHO VERDE 2L,Mercearia,"0,00","R$ 38,90",,Loja,JUNDIA,"R$ 0,00",21050010,UN
"R$ 35.167.575,97",M1777-1,"SORVETE MORANGO 1,5L",Mercearia,"0,00","R$ 36,90",,Loja,JUNDIA,"R$ 0,00",21050010,UN
"R$ 35.167.575,97",M2046-1,SORVETE POTE BOMBOM 2 LITROS,Mercearia,"-13,00","R$ 36,90",,Loja,JUNDIA,"-R$ 479,70",21050010,UN
"R$ 35.167.575,97",M1775-1,"SORVETE POTE CREME 1,5L",Mercearia,"0,00","R$ 36,90",,Loja,JUNDIA,"R$ 0,00",21050010,UN
"R$ 35.167.575,97",M1778-1,"SORVETE POTE FLOCOS 1,5L",Mercearia,"0,00","R$ 36,90",,Loja,JUNDIA,"R$ 0,00",21050010,UN
"R$ 35.167.575,97",M1776-1,"SORVETE POTE NAPOLITANO 1,5L",Mercearia,"0,00","R$ 36,90",,Loja,JUNDIA,"R$ 0,00",21050010,UN
"R$ 35.167.575,97",7898036492738,SORVETE TRES CHOCOLATES 2L,Mercearia,"-4,00","R$ 38,90",,Loja,JUNDIA,"-R$ 155,60",21050010,UN
"R$ 35.167.575,97",M1203-1,SUCRILHOS CHOCOLATE 110G KELLOGGS,Mercearia,"0,00","R$ 6,90",,Loja,KELLOGS,"R$ 0,00",19041000,UN
"R$ 35.167.575,97",M898-1,"SUPER BONDER 3,6G",Mercearia,"-12,00","R$ 6,50",,Loja,HENKEL,"-R$ 78,00",35061010,UN
"R$ 35.167.575,97",M2462-1,SUPER BONDER 3G ORIGINAL,Mercearia,"16,00","R$ 7,80",,Loja,SUPER BONDE,"R$ 124,80",35061010,UN
"R$ 35.167.575,97",M2457-1,TAKIS BUCKIN RANCH 49G,Mercearia,"-4,00","R$ 5,50",,Loja,TAKIS,"-R$ 22,00",19041000,UN
"R$ 35.167.575,97",M2458-1,TAKIS CARNE LOUCA 49G,Mercearia,"-8,00","R$ 5,50",,Loja,TAKIS,"-R$ 44,00",19041000,UN
"R$ 35.167.575,97",7896002311748,TAKIS FUEGO 49G,Mercearia,"0,00","R$ 5,20",,Loja,TAKIS,"R$ 0,00",19059010,UN
"R$ 35.167.575,97",M2696-1,TAKIS HOT CHILLI 49G,Mercearia,"-1,00","R$ 5,90",,Loja,BIMBO,"-R$ 5,90",19059090,UN
"R$ 35.167.575,97",M1872-1,TALHER DE PLASTICO 50 UNIDADES,Mercearia,"-1,00","R$ 9,00",,Loja,ELITE,"-R$ 9,00",39241000,UN
"R$ 35.167.575,97",M627-1,TALHER SOBREMSA 50 UNIDADES,Mercearia,"-1,00","R$ 5,20",,Loja,.,"-R$ 5,20",39241000,UN
"R$ 35.167.575,97",M143-1,TAPIOCA AMAFIL 500G,Mercearia,"29,00","R$ 5,50",,Loja,AMAFIL,"R$ 159,50",11081400,UN
"R$ 35.167.575,97",M736-1,TEMPERO - ALHO E CEBOLA 23G,Mercearia,"-5,00","R$ 8,90",,Loja,KNORR,"-R$ 44,50",21039021,UN
"R$ 35.167.575,97",M735-1,"TEMPERO - ALHO, CEBOLA E CURCUMA 23G",Mercearia,"-20,00","R$ 8,90",,Loja,KNORR,"-R$ 178,00",21039021,UN
"R$ 35.167.575,97",M756-1,TEMPERO - PIMENTAO E TOMILHO 23G,Mercearia,"-16,00","R$ 8,90",,Loja,KNORR,"-R$ 142,40",21039021,UN
"R$ 35.167.575,97",M761-1,TEMPERO 60G NORDESTE,Mercearia,"-1,00","R$ 6,00",,Loja,Sazon,"-R$ 6,00",21039021,UN
"R$ 35.167.575,97",M560-1,TEMPERO ALHO E SAL,Mercearia,"-1,00","R$ 2,40",,Loja,.,"-R$ 2,40",21039021,UN
"R$ 35.167.575,97",M556-1,TEMPERO COMPLETO CEBOLA ALHO E SALSA,Mercearia,"0,00","R$ 2,40",,Loja,.,"R$ 0,00",21039021,UN
"R$ 35.167.575,97",M559-1,TEMPERO COMPLETO COM PIMENTA,Mercearia,"-2,00","R$ 2,40",,Loja,.,"-R$ 4,80",21039021,UN
"R$ 35.167.575,97",M1366-1,TEMPERO COMPLETO EDU GUEDES 500G,Mercearia,"-4,00","R$ 27,00",,Loja,MAX,"-R$ 108,00",21039029,UN
"R$ 35.167.575,97",12121212,TEMPERO DIVERSOS,Mercearia,"-21,00","R$ 10,00",,Loja,TEMPEROS,"-R$ 210,00",21039029,UN
"R$ 35.167.575,97",M558-1,TEMPERO ERVAS FINAS E ACAFRAO,Mercearia,"-8,00","R$ 2,50",,Loja,.,"-R$ 20,00",21039021,UN
"R$ 35.167.575,97",M2615-1,TEMPERO KNORR MEU ASSADO 25G CEBOLA E ALHO,Mercearia,"1,00","R$ 8,90",,Loja,KNNOR,"R$ 8,90",21039021,UN
"R$ 35.167.575,97",M690-1,TEMPERO MEU ASSADO 23G CASEIRO,Mercearia,"0,00","R$ 138,90",,Loja,KNORR,"R$ 0,00",21039021,UN
"R$ 35.167.575,97",M557-1,TEMPERO PIMENTA DO REINO,Mercearia,"-4,00","R$ 3,30",,Loja,.,"-R$ 13,20",21039021,UN
"R$ 35.167.575,97",M1186-1,TEMPERO SAZON 60G,Mercearia,"-4,00","R$ 6,99",,Loja,Sazon,"-R$ 27,96",21039021,UN
"R$ 35.167.575,97",M212-1,TEMPERO SAZON 60G AMARELO,Mercearia,"0,00","R$ 6,99",,Loja,Sazon,"R$ 0,00",21039021,UN
"R$ 35.167.575,97",M26-1,TEMPERO SAZON 60G BRANCO,Mercearia,"-5,00","R$ 6,99",,Loja,Sazon,"-R$ 34,95",21039021,UN
"R$ 35.167.575,97",M213-1,TEMPERO SAZON 60G SALADA,Mercearia,"8,00","R$ 6,99",,Loja,Sazon,"R$ 55,92",21039021,UN
"R$ 35.167.575,97",M211-1,TEMPERO SAZON 60G VERDE,Mercearia,"0,00","R$ 6,99",,Loja,Sazon,"R$ 0,00",21039021,UN
"R$ 35.167.575,97",M16-1,TEMPERO SAZON 60G VERMELHO,Mercearia,"67,00","R$ 7,19",,Loja,Sazon,"R$ 481,40",21039021,UN
"R$ 35.167.575,97",M1269-1,TERROR 80G,Mercearia,"0,00","R$ 7,50",,Loja,FINI,"R$ 0,00",17049020,UN
"R$ 35.167.575,97",M2667-1,TERROR MORANGO E LIMAO ACIDO 80G,Mercearia,"-6,00","R$ 7,50",,Loja,FINI,"-R$ 45,00",17049020,UN
"R$ 35.167.575,97",M2449-1,"TIRA MANCHAS CANDURA 1,5L",Mercearia,"11,00","R$ 10,50",,Loja,CANDURA,"R$ 115,50",34025000,UN
"R$ 35.167.575,97",7908228804994,TIRAS ROLLER MORANGO CITRICA 20G,Mercearia,"0,00","R$ 3,50",,Loja,FINI,"R$ 0,00",17049020,UN
"R$ 35.167.575,97",M2741-1,TORCIDA BACON 60GX24,Mercearia,"15,00","R$ 3,50",,Loja,TORCIDA ,"R$ 52,50",19059090,UN
"R$ 35.167.575,97",M2740-1,TORCIDA CEBOLA 60GX24,Mercearia,"16,00","R$ 3,50",,Loja,TORCIDA ,"R$ 56,00",19059090,UN
"R$ 35.167.575,97",M2738-1,TORCIDA CHURRASCO 60GX24,Mercearia,"22,00","R$ 3,50",,Loja,TORICA ,"R$ 77,00",19059090,UN
"R$ 35.167.575,97",M2739-1,TORCIDA QUEIJO 60G,Mercearia,"21,00","R$ 3,50",,Loja,TORCIDA ,"R$ 73,50",19059090,UN
"R$ 35.167.575,97",M2353-1,TORCIDA SABOR CHURRASCO 60G,Mercearia,"-99,00","R$ 3,50",,Loja,TORCIDA ,"-R$ 346,50",19041000,UN
"R$ 35.167.575,97",M231-1,TORRADA BAUDUCCO 142G TRADICIONAL,Mercearia,"-20,00","R$ 5,40",,Loja,BAUDUCO,"-R$ 108,00",19054000,UN
"R$ 35.167.575,97",M232-1,TORRADA LEV MAGIC MARILAN 110G,Mercearia,"-18,00","R$ 6,60",,Loja,Marilan,"-R$ 118,80",19054000,UN
"R$ 35.167.575,97",M2077-1,TRENTO 25G MASSIMO CHOCOLATE,Mercearia,"-13,00","R$ 3,80",,Loja,TRENTO,"-R$ 49,40",19053200,UN
"R$ 35.167.575,97",M2078-1,TRENTO 29G DUO,Mercearia,"-12,00","R$ 3,80",,Loja,TRENTO,"-R$ 45,60",19053200,UN
"R$ 35.167.575,97",M1337-1,TRENTO AVELÃ 29G,Mercearia,"11,00","R$ 3,80",,Loja,TRENTO,"R$ 41,80",18063110,UN
"R$ 35.167.575,97",M1142-1,TRENTO CHOCOLATE 29G,Mercearia,"5,00","R$ 2,99",,Loja,TRENTO,"R$ 14,95",18063110,UN
"R$ 35.167.575,97",M1143-1,TRENTO TORTA DE LIMAO 29G,Mercearia,"0,00","R$ 2,99",,Loja,TRENTO,"R$ 0,00",18063110,UN
"R$ 35.167.575,97",M2456-1,TRIGO PARA KIBE 500G,Mercearia,"-5,00","R$ 10,50",,Loja,DEUSA,"-R$ 52,50",11010010,UN
"R$ 35.167.575,97",M2671-1,TUBES DESENROLA E ESTIKA PINK LEMONADE 80G.,Mercearia,"-7,00","R$ 7,50",,Loja,FINI,"-R$ 52,50",17049020,UN
"R$ 35.167.575,97",M2672-1,TUBES MACA DO AMOR 15G -,Mercearia,"3,00","R$ 1,80",,Loja,.,"R$ 5,40",17049020,UN
"R$ 35.167.575,97",7908228809470,TUBES MACA DO AMOR 80G,Mercearia,"-11,00","R$ 7,50",,Loja,FINI,"-R$ 82,50",17049020,UN
"R$ 35.167.575,97",M1400-1,TUBES MORABGA AZEDINHOS 80G,Mercearia,"-35,00","R$ 7,50",,Loja,FINI,"-R$ 262,50",17049020,UN
"R$ 35.167.575,97",8410525159619,TUBES MORANGO 80G,Mercearia,"-62,00","R$ 7,50",,Loja,FINI,"-R$ 465,00",17049020,UN
"R$ 35.167.575,97",M2435-1,TUBES MORANGO CITRICO 80G,Mercearia,"5,00","R$ 7,50",,Loja,FINI,"R$ 37,50",17049020,UN
"R$ 35.167.575,97",M1171-1,TWIX,Mercearia,"-61,00","R$ 1,50",,Loja,TWIX,"-R$ 91,50",19053100,UN
"R$ 35.167.575,97",7896272010167,UVA PASSA 80G,Mercearia,"-23,00","R$ 3,99",,Loja,VALE FERTIL,"-R$ 91,77",08062000,UN
"R$ 35.167.575,97",M751-1,UVA-PASSA ESCURA SEM SEMENTES 100G,Mercearia,"12,00","R$ 4,50",,Loja,LA VIOLETERA,"R$ 54,00",08062000,UN
"R$ 35.167.575,97",M868-1,VELA ? BIG BRANCA,Mercearia,"-3,00","R$ 4,50",,Loja,NEW FEST,"-R$ 13,50",34060000,UN
"R$ 35.167.575,97",M870-1,VELA ? GLITER DOURADO,Mercearia,"0,00","R$ 5,99",,Loja,NEW FEST,"R$ 0,00",34060000,UN
"R$ 35.167.575,97",M871-1,VELA BIG BRANCA NO 0,Mercearia,"0,00","R$ 4,50",,Loja,NEW FEST,"R$ 0,00",34060000,UN
"R$ 35.167.575,97",M872-1,VELA BIG BRANCA NO 1,Mercearia,"-7,00","R$ 4,50",,Loja,NEW FEST,"-R$ 31,50",34060000,UN
"R$ 35.167.575,97",M873-1,VELA BIG BRANCA NO 2,Mercearia,"-1,00","R$ 4,50",,Loja,NEW FEST,"-R$ 4,50",34060000,UN
"R$ 35.167.575,97",M874-1,VELA BIG BRANCA NO 3,Mercearia,"-7,00","R$ 4,50",,Loja,NEW FEST,"-R$ 31,50",34060000,UN
"R$ 35.167.575,97",M875-1,VELA BIG BRANCA NO 4,Mercearia,"-1,00","R$ 4,50",,Loja,NEW FEST,"-R$ 4,50",34060000,UN
"R$ 35.167.575,97",M876-1,VELA BIG BRANCA NO 5,Mercearia,"-5,00","R$ 4,50",,Loja,NEW FEST,"-R$ 22,50",34060000,UN
"R$ 35.167.575,97",M877-1,VELA BIG BRANCA NO 6,Mercearia,"-2,00","R$ 4,50",,Loja,NEW FEST,"-R$ 9,00",34060000,UN
"R$ 35.167.575,97",M878-1,VELA BIG BRANCA NO 7,Mercearia,"-1,00","R$ 4,50",,Loja,NEW FEST,"-R$ 4,50",34060000,UN
"R$ 35.167.575,97",M879-1,VELA BIG BRANCA NO 8,Mercearia,"0,00","R$ 4,50",,Loja,NEW FEST,"R$ 0,00",34060000,UN
"R$ 35.167.575,97",M880-1,VELA BIG BRANCA NO 9,Mercearia,"0,00","R$ 4,50",,Loja,NEW FEST,"R$ 0,00",34060000,UN
"R$ 35.167.575,97",M881-1,VELA ESTRELINHA C/4,Mercearia,"-3,00","R$ 4,99",,Loja,NEW FEST,"-R$ 14,97",34060000,UN
"R$ 35.167.575,97",M882-1,VELA GLITER DOURADA NO 0,Mercearia,"0,00","R$ 5,99",,Loja,NEW FEST,"R$ 0,00",34060000,UN
"R$ 35.167.575,97",M883-1,VELA GLITER DOURADA NO 1,Mercearia,"0,00","R$ 5,99",,Loja,NEW FEST,"R$ 0,00",34060000,UN
"R$ 35.167.575,97",M885-1,VELA GLITER DOURADA NO 2,Mercearia,"-2,00","R$ 5,99",,Loja,NEW FEST,"-R$ 11,98",34060000,UN
"R$ 35.167.575,97",M886-1,VELA GLITER DOURADA NO 3,Mercearia,"-4,00","R$ 5,99",,Loja,NEW FEST,"-R$ 23,96",34060000,UN
"R$ 35.167.575,97",M887-1,VELA GLITER DOURADA NO 4,Mercearia,"-2,00","R$ 5,99",,Loja,NEW FEST,"-R$ 11,98",34060000,UN
"R$ 35.167.575,97",M888-1,VELA GLITER DOURADA NO 5,Mercearia,"-1,00","R$ 5,99",,Loja,NEW FEST,"-R$ 5,99",34060000,UN
"R$ 35.167.575,97",M889-1,VELA GLITER DOURADA NO 6,Mercearia,"0,00","R$ 5,99",,Loja,NEW FEST,"R$ 0,00",34060000,UN
"R$ 35.167.575,97",M891-1,VELA GLITER DOURADA NO 7,Mercearia,"0,00","R$ 5,99",,Loja,NEW FEST,"R$ 0,00",34060000,UN
"R$ 35.167.575,97",M892-1,VELA GLITER DOURADA NO 8,Mercearia,"-3,00","R$ 5,99",,Loja,NEW FEST,"-R$ 17,97",34060000,UN
"R$ 35.167.575,97",M893-1,VELA GLITER DOURADA NO 9,Mercearia,"0,00","R$ 5,99",,Loja,NEW FEST,"R$ 0,00",34060000,UN
"R$ 35.167.575,97",7896080901077,VELA PARANA 1 UNIDADE 255G,Mercearia,"-10,00","R$ 12,50",,Loja,PARANA,"-R$ 125,00",17011400,UN
"R$ 35.167.575,97",7896080901589,VELA PARANA N 5,Mercearia,"-24,00","R$ 6,80",,Loja,PARANA,"-R$ 163,20",17011400,UN
"R$ 35.167.575,97",M279-1,VELA SAO DOMINGOS 245G 7 DIAS,Mercearia,"3,00","R$ 13,50",,Loja,DOMINGOS,"R$ 40,50",34060000,UN
"R$ 35.167.575,97",M150-1,VELA SAO DOMINGOS 9G,Mercearia,"19,00","R$ 3,60",,Loja,SAO DOMINGOS,"R$ 68,40",34060000,UN
"R$ 35.167.575,97",M894-1,VELA VULCAO SORTIDA 1X1,Mercearia,"-2,00","R$ 7,50",,Loja,NEW FEST,"-R$ 15,00",34060000,UN
"R$ 35.167.575,97",M1490-1,VELAS 8UN,Mercearia,"0,00","R$ 3,90",,Loja,SAO DOMINGOS,"R$ 0,00",34060000,UN
"R$ 35.167.575,97",M1657-1,VELAS SAO DOMINGOS N3,Mercearia,"-7,00","R$ 3,99",,Loja,velas sao domingos,"-R$ 27,93",34060000,UN
"R$ 35.167.575,97",M218-1,VINAGRE BELMONT 750ML ALCOOL LIMÃO,Mercearia,"-7,00","R$ 6,50",,Loja,BELMONT,"-R$ 45,50",22090000,UN
"R$ 35.167.575,97",M1493-1,VINAGRE DE VINHO BRANCO 750ML,Mercearia,"0,00","R$ 5,99",,Loja,TOSCANO,"R$ 0,00",22090000,UN
"R$ 35.167.575,97",M217-1,VINAGRE FORTALEZA 750ML ALCOOL,Mercearia,"0,00","R$ 2,50",,Loja,FORTALEZA,"R$ 0,00",22090000,UN
"R$ 35.167.575,97",M144-1,VINAGRE FORTALEZA 750ML COLORIDO,Mercearia,"0,00","R$ 2,50",,Loja,FORTALEZA,"R$ 0,00",22090000,UN
"R$ 35.167.575,97",M614-1,VINAGRE TOSCANO 750ML COLORIDO,Mercearia,"103,00","R$ 2,50",,Loja,.,"R$ 257,50",22090000,UN
